#,origin,destination,flow
22028,15027,19173,1
22029,13424,16939,1
22030,16516,15370,1
22031,23283,32182,1
22032,7898,28877,1
22033,20673,4042,1
22034,27521,37404,1
22035,9022,39318,1
22036,5779,22075,1
22037,35301,34029,1
22038,22181,14569,1
22039,8466,6761,1
22040,23242,11812,1
22041,17219,17184,1
22042,3912,16319,1
22043,23605,9245,1
22044,13513,14686,1
22045,34755,31610,1
22046,23021,1961,1
22047,28075,35449,1
22048,25746,6802,1
22049,16318,40311,1
22050,14169,7080,1
22051,35773,15383,1
22052,16574,17627,1
22053,17461,6588,1
22054,35018,1103,1
22055,8812,23294,1
22056,13963,21103,1
22057,23280,19371,2
22058,23147,7363,1
22059,15027,10503,1
22060,11975,19836,1
22061,27099,29976,1
22062,23409,17916,1
22063,6157,40316,1
22064,27003,17165,1
22065,22663,838,1
22066,23338,23039,1
22067,32388,25111,1
22068,10500,3750,1
22069,7012,22319,1
22070,33477,4466,1
22071,23058,3339,1
22072,15062,33821,1
22073,22392,30905,1
22074,36243,16952,1
22075,27882,16219,1
22076,17301,17189,1
22077,27514,35337,1
22078,35802,1718,1
22079,28754,32956,1
22080,14826,35975,1
22081,15478,856,1
22082,6627,19782,1
22083,26550,41517,1
22084,11197,39791,1
22085,11188,19344,1
22086,25732,19954,1
22087,12059,13369,1
22088,8009,16792,1
22089,30516,32490,1
22090,34502,12887,1
22091,4557,31210,1
22092,20074,30835,1
22093,27811,34179,1
22094,13162,7080,1
22095,6377,5681,1
22096,13987,15556,1
22097,36911,18095,1
22098,27399,16221,1
22099,26235,3263,1
22100,4302,4083,1
22101,15252,18678,1
22102,33612,25248,1
22103,2560,39897,1
22104,7701,32988,1
22105,16233,19843,1
22106,22391,8776,1
22107,30791,1675,1
22108,21352,7185,1
22109,14054,35349,1
22110,6507,19035,1
22111,30684,31216,1
22112,8132,19035,1
22113,3600,16750,1
22114,16690,24677,1
22115,34484,23580,1
22116,8674,3753,1
22117,37896,16603,1
22118,22391,11812,1
22119,16233,11812,1
22120,17051,35327,1
22121,41432,14072,1
22122,29116,11452,1
22123,25125,33411,1
22124,25208,15268,1
22125,27273,41830,1
22126,37696,8990,1
22127,13654,40413,1
22128,35556,5205,1
22129,20505,31222,1
22130,20255,31326,1
22131,3324,32933,1
22132,23039,36989,1
22133,35448,36224,1
22134,16115,6576,1
22135,8063,14827,1
22136,7078,36428,1
22137,22411,30882,1
22138,22411,32930,1
22139,26518,16378,1
22140,16316,37945,1
22141,8773,11899,1
22142,9304,8569,1
22143,6380,23952,1
22144,10498,40942,1
22145,28765,23271,1
22146,37364,38115,1
22147,20903,4334,1
22148,8471,15165,1
22149,11491,40689,1
22150,17774,11028,1
22151,24154,4733,1
22152,27933,20306,1
22153,18831,103,1
22154,7115,17858,1
22155,20389,22931,1
22156,23586,13349,1
22157,4084,19127,1
22158,19080,33100,1
22159,31375,11792,1
22160,18668,4081,1
22161,23624,6610,1
22162,14028,29805,1
22163,30904,28720,1
22164,30904,18938,1
22165,20224,7736,1
22166,35340,38815,1
22167,16392,27820,1
22168,7078,35327,1
22169,26435,36260,1
22170,8560,34746,1
22171,16497,14114,1
22172,36337,10360,1
22173,11575,22074,1
22174,12399,9741,1
22175,17004,11925,1
22176,37258,40128,1
22177,17046,27444,1
22178,13723,5364,1
22179,35324,16713,1
22180,31334,40252,1
22181,16965,16219,1
22182,12753,27168,1
22183,13504,36992,1
22184,19241,17314,1
22185,34364,1444,1
22186,1973,26452,1
22187,40386,24651,1
22188,16733,37850,1
22189,34752,14063,1
22190,36260,21402,1
22191,17506,11172,1
22192,857,36996,1
22193,38016,10513,1
22194,4486,14363,1
22195,5362,1392,1
22196,40389,25011,1
22197,25746,25014,1
22198,3914,33737,1
22199,20635,33742,1
22200,6740,11786,1
22201,23613,15243,1
22202,19256,17745,1
22203,11478,13201,1
22204,25700,1444,1
22205,22862,40169,1
22206,2008,15991,1
22207,36861,6755,1
22208,12503,151,1
22209,16391,4348,1
22210,28600,16505,1
22211,25845,23105,1
22212,11899,39097,1
22213,29397,10568,1
22214,29397,8971,1
22215,21460,6059,1
22216,3520,28510,1
22217,13981,7277,1
22218,26666,30855,1
22219,17007,21267,1
22220,37531,23263,1
22221,40405,33331,1
22222,6035,40455,1
22223,8966,37533,1
22224,34812,23388,1
22225,3263,12931,1
22226,23105,717,1
22227,25033,19745,1
22228,3805,27532,1
22229,9800,6367,1
22230,8451,16317,1
22231,10611,16317,1
22232,19268,31322,1
22233,14438,27805,1
22234,39890,3087,1
22235,25201,16772,1
22236,20029,16765,1
22237,24656,6373,1
22238,31915,8748,1
22239,11922,31158,1
22240,11173,14724,1
22241,6387,11921,1
22242,41232,11922,1
22243,13471,20941,1
22244,16224,2180,1
22245,27881,23960,1
22246,10505,33561,1
22247,3027,16491,1
22248,17008,16371,1
22249,32596,22411,1
22250,37514,20389,1
22251,14325,4642,1
22252,14308,36175,1
22253,32940,7509,1
22254,13661,5355,1
22255,7502,5355,1
22256,12717,20163,1
22257,12720,13474,1
22258,35420,11406,1
22259,28455,35317,1
22260,21125,28075,1
22261,2773,5761,1
22262,41834,30054,1
22263,13591,2983,1
22264,41231,37937,1
22265,25208,32944,1
22266,16276,17278,1
22267,4295,26113,1
22268,17286,7474,1
22269,21670,30844,1
22270,20473,11412,1
22271,14054,27493,1
22272,19090,21460,1
22273,28658,7858,1
22274,41407,7493,1
22275,21978,4645,1
22276,1502,10475,1
22277,34949,7080,1
22278,34947,7080,1
22279,6412,7080,1
22280,23201,4083,1
22281,20101,23231,1
22282,5772,14827,1
22283,21554,17575,1
22284,17310,21074,1
22285,10511,22326,1
22286,20388,28810,1
22287,30320,5157,1
22288,11927,35658,1
22289,64,12045,1
22290,10555,25248,1
22291,8498,16670,1
22292,36092,25848,1
22293,20257,10495,1
22294,30550,8683,1
22295,40913,18254,1
22296,6758,9531,1
22297,23215,30833,1
22298,36417,5153,1
22299,40240,875,1
22300,14762,35197,1
22301,11486,11560,1
22302,4130,8525,1
22303,40133,23105,1
22304,27934,23415,1
22305,39786,19042,1
22306,4968,32142,1
22307,31593,31990,1
22308,23421,24957,1
22309,5168,26973,1
22310,27886,10643,1
22311,10776,29305,1
22312,27787,37566,1
22313,23105,1980,1
22314,3263,1980,1
22315,39532,13117,1
22316,21700,15624,1
22317,30763,14168,1
22318,40925,2681,1
22319,35013,14403,1
22320,29815,11792,1
22321,18847,35251,1
22322,8060,2623,1
22323,16521,41785,1
22324,11142,30514,1
22325,933,27719,1
22326,41405,22645,1
22327,10776,11723,1
22328,26144,871,1
22329,37494,10236,1
22330,6077,1406,1
22331,4266,2233,1
22332,33113,9078,1
22333,40111,23355,1
22334,16234,22190,1
22335,4692,9621,1
22336,6820,10576,1
22337,7108,19037,1
22338,7107,19037,1
22339,20401,19236,1
22340,37641,29342,1
22341,4555,1698,1
22342,11310,3007,1
22343,40670,23021,1
22344,27951,7244,1
22345,31855,23699,1
22346,33926,9784,1
22347,16490,17035,1
22348,20989,8191,1
22349,13349,13652,1
22350,30498,13211,1
22351,24141,13205,1
22352,14532,18585,1
22353,22292,23641,1
22354,39643,17274,1
22355,13695,20785,1
22356,36228,7077,1
22357,11790,7077,1
22358,16220,11925,1
22359,7136,13118,1
22360,24238,1965,1
22361,7138,7077,1
22362,23344,20254,1
22363,19903,20025,1
22364,3263,36417,1
22365,3263,30562,1
22366,6030,35871,1
22367,20094,2395,1
22368,4803,36042,1
22369,17889,24613,1
22370,20066,29495,1
22371,21446,23403,1
22372,18863,21076,1
22373,12934,20471,1
22374,17910,12887,1
22375,20923,6636,1
22376,33261,32038,1
22377,20254,2404,1
22378,1967,23410,1
22379,20393,29078,1
22380,27856,11195,1
22381,21074,8192,1
22382,6774,17214,1
22383,16772,32038,1
22384,16772,16793,1
22385,37987,8913,1
22386,33737,20104,1
22387,3041,9066,1
22388,33926,8745,1
22389,4713,7967,1
22390,10495,18937,1
22391,10495,31324,1
22392,10495,9022,1
22393,8683,32933,1
22394,7711,3708,1
22395,475,23235,1
22396,12476,11795,1
22397,13888,35753,1
22398,25494,9003,1
22399,23858,26363,1
22400,16690,24250,1
22401,16015,11063,1
22402,13891,35065,1
22403,8364,26625,1
22404,13035,33135,1
22405,16330,40315,1
22406,5689,6497,1
22407,7099,30452,1
22408,22081,3259,1
22409,15463,37263,1
22410,19394,35872,1
22411,12495,2448,1
22412,26910,878,1
22413,19685,4661,1
22414,33261,36176,1
22415,16400,37350,1
22416,34967,25746,1
22417,36462,10472,1
22418,15220,34814,1
22419,11786,1452,1
22420,4555,37987,1
22421,26515,40677,1
22422,29499,22339,1
22423,22567,35064,1
22424,32391,7080,1
22425,17243,35398,1
22426,41792,18678,1
22427,34531,35021,1
22428,35505,28754,1
22429,34696,880,1
22430,24729,8190,1
22431,7114,26929,1
22432,1776,22319,1
22433,34184,9425,1
22434,20036,28603,1
22435,20298,20481,1
22436,20628,1037,1
22437,4320,5775,1
22438,34664,26613,1
22439,27521,19927,1
22440,16509,22957,1
22441,23291,38478,1
22442,27934,38460,1
22443,20798,36985,1
22444,4516,34179,1
22445,22174,38109,1
22446,12753,27593,1
22447,22688,16491,1
22448,12634,572,1
22449,4322,20337,1
22450,17215,18001,1
22451,36254,35304,1
22452,17179,5142,1
22453,9425,16225,1
22454,37957,13423,1
22455,2442,5167,1
22456,57,29454,1
22457,4231,22246,1
22458,28490,35078,1
22459,3263,36446,1
22460,2858,12341,1
22461,21689,11926,1
22462,21931,28813,1
22463,17624,28593,1
22464,37937,23105,1
22465,9406,3085,1
22466,3041,8148,1
22467,17175,14743,1
22468,25083,21974,1
22469,13979,5619,1
22470,11792,27795,1
22471,2573,16332,1
22472,26281,16014,1
22473,19040,32142,1
22474,19040,32148,1
22475,12907,2601,1
22476,1207,10981,1
22477,17315,31068,1
22478,8412,35864,1
22479,20559,31211,1
22480,13888,37945,1
22481,11795,24065,1
22482,12203,27520,1
22483,35776,5740,1
22484,6026,17167,1
22485,28841,13942,1
22486,16613,23044,1
22487,20179,26424,1
22488,25545,19127,1
22489,20930,27477,1
22490,10488,7969,1
22491,24013,16222,1
22492,23624,36228,1
22493,23624,16378,1
22494,2401,11708,1
22495,13369,11807,1
22496,14817,19854,1
22497,33599,6023,1
22498,19005,3613,1
22499,15717,5681,1
22500,41115,28989,1
22501,35655,20904,1
22502,6391,30356,1
22503,22391,17102,1
22504,8683,15937,1
22505,7646,14232,1
22506,10498,3119,1
22507,6691,15027,1
22508,18118,14363,1
22509,40698,31153,1
22510,37550,9615,1
22511,10380,13038,1
22512,20365,25654,1
22513,10486,36447,1
22514,10487,14169,1
22515,10487,36446,1
22516,32944,15306,1
22517,21889,20978,1
22518,14395,17313,1
22519,25314,34953,1
22520,25314,18698,1
22521,23911,15428,1
22522,33215,21676,1
22523,29461,16732,1
22524,26211,11447,1
22525,3167,14714,1
22526,22414,41294,1
22527,35317,11447,1
22528,10503,21595,1
22529,28985,27513,1
22530,27349,23105,1
22531,35730,34799,1
22532,13424,23105,1
22533,8998,3263,1
22534,11434,19371,1
22535,12743,8149,1
22536,12975,28075,1
22537,26754,492,1
22538,7145,40024,1
22539,15261,34946,1
22540,6889,21162,1
22541,2972,16928,1
22542,20106,17661,1
22543,23626,18052,1
22544,6832,36009,1
22545,21931,23029,1
22546,491,6052,1
22547,16232,5895,1
22548,12751,41218,1
22549,16218,33296,1
22550,13778,30310,1
22551,2075,20078,1
22552,27812,40683,1
22553,7805,5609,1
22554,21401,16388,1
22555,40867,7244,1
22556,6039,21526,1
22557,6044,35543,1
22558,6039,3126,1
22559,24154,23215,1
22560,7271,28730,1
22561,31989,19285,1
22562,19381,23207,1
22563,11877,24222,1
22564,31181,17184,1
22565,13168,35327,1
22566,40300,18302,1
22567,18234,35977,1
22568,19658,13778,1
22569,38203,27592,1
22570,31592,7080,1
22571,5988,36450,1
22572,33569,19398,1
22573,11927,492,1
22574,23242,12767,1
22575,11927,40316,1
22576,7078,19036,1
22577,11927,23235,1
22578,5343,7026,1
22579,8491,19035,1
22580,38490,10217,1
22581,4249,1906,1
22582,14055,20271,1
22583,27386,17187,1
22584,16312,32932,1
22585,28296,8094,1
22586,8755,32148,1
22587,8748,32071,1
22588,27315,17315,1
22589,5993,16912,1
22590,27636,7908,1
22591,30984,36853,1
22592,30984,7578,1
22593,28584,3571,1
22594,24154,8438,1
22595,10486,30823,1
22596,2442,12517,1
22597,14982,34158,1
22598,6061,21037,1
22599,35065,20387,1
22600,21554,7971,1
22601,29481,36125,1
22602,32059,26273,1
22603,28593,3726,1
22604,40186,19921,1
22605,6166,14896,1
22606,31578,18847,1
22607,11895,18888,1
22608,22321,8930,1
22609,20289,7579,1
22610,853,7699,1
22611,11533,14356,1
22612,31248,30829,1
22613,27386,22517,1
22614,28587,14160,1
22615,28587,37393,1
22616,39635,18961,1
22617,7103,18961,1
22618,21555,12468,1
22619,40413,23236,1
22620,37018,27932,1
22621,40410,28727,1
22622,1259,17206,1
22623,9191,10561,1
22624,10497,7358,1
22625,12403,17009,1
22626,17215,20265,1
22627,23415,27483,1
22628,40315,33612,1
22629,16755,4526,1
22630,8191,41294,1
22631,27022,30147,1
22632,24993,35806,1
22633,14356,4434,1
22634,26261,11629,1
22635,20902,35610,1
22636,6681,14137,1
22637,11924,6316,1
22638,16603,10004,1
22639,12748,3150,1
22640,926,20481,1
22641,6064,31603,1
22642,34988,8988,1
22643,16665,13443,1
22644,4074,27378,1
22645,4555,19371,1
22646,4230,26460,1
22647,37689,7551,1
22648,7705,15282,1
22649,37688,28188,1
22650,64,2564,1
22651,8529,7926,1
22652,14153,8405,1
22653,7439,40317,1
22654,7436,34933,1
22655,19361,22179,1
22656,32959,17785,1
22657,27433,24620,1
22658,30052,15452,1
22659,30784,26121,1
22660,16489,17014,1
22661,14416,31920,1
22662,14809,30054,1
22663,31574,35328,1
22664,14910,16319,1
22665,11188,28811,1
22666,10488,20979,1
22667,11797,7551,1
22668,6352,19371,1
22669,23928,33309,1
22670,20938,30379,1
22671,20093,8778,1
22672,6494,16222,1
22673,34285,31211,1
22674,11877,19781,1
22675,21407,16389,1
22676,2398,16392,1
22677,36052,8250,1
22678,32043,1444,1
22679,27678,30764,1
22680,37531,26486,1
22681,19136,23035,1
22682,33238,36214,1
22683,24775,17189,1
22684,2762,18100,1
22685,37987,28304,1
22686,35148,23028,1
22687,4716,23044,1
22688,27664,35064,1
22689,2012,17050,1
22690,29128,27367,1
22691,577,24582,1
22692,33934,1769,1
22693,41304,38277,1
22694,8490,10486,1
22695,23777,32934,1
22696,28647,11052,1
22697,6878,19687,1
22698,35309,27159,1
22699,6584,7515,1
22700,12691,6491,1
22701,12595,21713,1
22702,33065,3209,1
22703,4868,11442,1
22704,34682,37686,1
22705,20592,16755,1
22706,28822,11875,1
22707,37804,3979,1
22708,22235,7060,1
22709,6255,16495,1
22710,12679,6517,1
22711,22864,4716,1
22712,37111,11249,1
22713,17210,40447,1
22714,31338,40705,1
22715,8748,11440,1
22716,36428,25014,1
22717,25029,27516,1
22718,7459,19103,1
22719,16231,22567,1
22720,10500,1842,1
22721,1909,4948,1
22722,3842,25028,1
22723,2820,11382,1
22724,39882,16220,1
22725,28697,37978,1
22726,25545,6256,1
22727,16233,6261,1
22728,30978,22271,1
22729,852,18992,1
22730,28081,27516,1
22731,19031,34759,1
22732,35251,31314,1
22733,16425,14055,1
22734,14620,3581,1
22735,23238,25911,1
22736,10519,21710,1
22737,5857,36663,1
22738,20100,28654,1
22739,20101,31920,1
22740,22002,874,1
22741,19830,5998,1
22742,30863,15474,1
22743,8453,6825,1
22744,26278,30514,1
22745,36971,14437,1
22746,3148,9578,1
22747,23105,17556,1
22748,3263,17556,1
22749,10519,19042,1
22750,33965,19045,1
22751,28302,10495,1
22752,23943,1583,1
22753,12120,28208,1
22754,17765,11786,1
22755,27974,24628,1
22756,34373,16729,1
22757,35975,6513,1
22758,17510,27294,1
22759,35624,17273,1
22760,1906,12755,1
22761,32231,34808,1
22762,19173,11455,1
22763,4421,11016,1
22764,36238,3558,1
22765,11800,12617,1
22766,19051,5140,1
22767,3607,30021,1
22768,36894,36418,1
22769,3726,32435,1
22770,28293,34502,1
22771,19134,64,1
22772,3324,19419,1
22773,15456,19142,1
22774,16696,16219,1
22775,25477,19839,1
22776,2407,32071,1
22777,2402,32059,1
22778,18475,32925,1
22779,13783,13653,1
22780,30795,27486,1
22781,30820,24651,1
22782,38387,7493,1
22783,13034,7523,1
22784,20628,28694,1
22785,8999,28725,1
22786,15268,17051,1
22787,6757,16949,1
22788,31326,26111,1
22789,16227,22183,1
22790,14117,23381,1
22791,27873,27772,1
22792,35542,7770,1
22793,31321,39938,1
22794,6023,2475,1
22795,2316,28725,1
22796,11444,5739,1
22797,18416,24333,1
22798,16312,8042,1
22799,30868,10540,1
22800,16952,11188,1
22801,20299,14395,1
22802,5619,8676,1
22803,9022,26144,1
22804,34808,27418,1
22805,6716,2625,1
22806,39531,5355,1
22807,39535,5354,1
22808,18061,5167,1
22809,6386,22198,1
22810,13778,36447,1
22811,13358,7078,1
22812,5145,7398,1
22813,32701,13138,1
22814,10539,14298,1
22815,39890,28812,1
22816,15021,15197,1
22817,25189,13356,1
22818,35416,4229,1
22819,23029,6797,1
22820,19361,3755,1
22821,5636,4629,1
22822,22198,23968,1
22823,26668,9421,1
22824,6576,5557,1
22825,7133,2636,1
22826,28684,4629,1
22827,11209,18288,1
22828,23105,11491,1
22829,23105,11449,1
22830,12054,16371,1
22831,20104,11020,1
22832,24148,2009,1
22833,24148,1101,1
22834,41232,5150,1
22835,37187,36450,1
22836,7339,17027,1
22837,2569,6018,1
22838,17312,19084,1
22839,27361,31211,1
22840,6567,1797,1
22841,7474,37129,1
22842,14055,29491,1
22843,3726,32005,1
22844,29909,14395,1
22845,26095,5494,1
22846,20405,36193,1
22847,36839,4074,1
22848,8668,10555,1
22849,1569,23235,1
22850,14402,41834,1
22851,11076,30113,1
22852,11077,11785,1
22853,4846,27049,1
22854,10493,39816,1
22855,8712,9593,1
22856,34489,35194,1
22857,37129,1562,1
22858,17862,11373,1
22859,8656,18118,1
22860,7470,28995,1
22861,26929,30080,1
22862,25714,32123,1
22863,16233,23613,1
22864,30059,26207,1
22865,29391,19268,1
22866,5609,10012,1
22867,37409,9021,1
22868,33136,31039,1
22869,33136,4029,1
22870,12771,38232,1
22871,35551,1467,1
22872,7501,11326,1
22873,21431,11377,1
22874,7577,22076,1
22875,19423,39803,1
22876,35280,21165,1
22877,491,8923,1
22878,34445,16973,1
22879,31833,7080,1
22880,38170,4947,1
22881,7060,40186,1
22882,1375,35065,1
22883,489,36420,1
22884,11299,20232,1
22885,1462,18938,1
22886,37016,17206,1
22887,28683,11442,1
22888,32761,23236,1
22889,11304,15028,1
22890,31441,34802,1
22891,33903,26097,1
22892,33137,26097,1
22893,36985,6466,1
22894,14389,16218,1
22895,20100,25457,1
22896,19037,1871,1
22897,14716,6614,1
22898,15004,31277,1
22899,12115,32197,1
22900,41215,37129,1
22901,13184,5207,1
22902,20104,14401,1
22903,37959,35622,1
22904,4068,24373,1
22905,21710,27812,1
22906,27233,27788,1
22907,23928,21719,1
22908,20294,10727,1
22909,6258,5205,1
22910,39730,40679,1
22911,27049,38967,1
22912,12700,8433,1
22913,37551,27722,1
22914,3726,27517,1
22915,28293,13358,1
22916,7375,37409,1
22917,23050,11132,1
22918,16546,41980,1
22919,13614,28514,1
22920,4072,34034,1
22921,28910,8983,1
22922,36194,37362,1
22923,41675,1701,1
22924,2623,15237,1
22925,35865,14056,1
22926,37945,29811,1
22927,24988,8235,1
22928,10004,26104,1
22929,22410,18530,1
22930,20396,25545,1
22931,32962,35132,1
22932,14147,12720,1
22933,22266,7864,1
22934,19040,21580,1
22935,29001,19730,1
22936,32351,31188,1
22937,17274,22235,1
22938,3060,27378,1
22939,21735,19113,1
22940,33464,14472,1
22941,3908,26523,1
22942,10987,35065,1
22943,17299,27719,1
22944,27361,35249,1
22945,22125,30820,1
22946,580,28002,1
22947,41739,28879,1
22948,8312,3571,1
22949,28812,4167,1
22950,28300,13708,1
22951,3087,1957,1
22952,16489,33065,1
22953,9503,12101,1
22954,23165,8398,1
22955,31289,13117,1
22956,35628,30539,1
22957,26074,23202,1
22958,20078,8719,1
22959,37879,35750,1
22960,7551,27654,1
22961,14437,5681,1
22962,20101,7080,1
22963,32091,25410,1
22964,25091,39532,1
22965,23234,17310,1
22966,36895,26668,1
22967,35329,28826,1
22968,28885,28828,1
22969,7137,1668,1
22970,7138,16601,1
22971,24013,7140,1
22972,33876,11927,1
22973,5351,26122,1
22974,28593,35065,1
22975,34378,36242,1
22976,26539,16757,1
22977,19671,7102,1
22978,37307,32934,1
22979,15245,9240,1
22980,22581,22954,1
22981,18835,11477,1
22982,27391,26545,1
22983,13369,13366,1
22984,27577,13137,1
22985,14731,11389,1
22986,14923,20261,1
22987,33240,5548,1
22988,34981,3038,1
22989,30498,20673,1
22990,32013,23040,1
22991,21038,27930,1
22992,30519,6268,1
22993,18823,7060,1
22994,8460,16542,1
22995,13137,22187,1
22996,16335,28269,1
22997,22242,29531,1
22998,31445,12078,1
22999,30113,26929,1
23000,6111,12400,1
23001,4081,19692,1
23002,4510,7091,1
23003,20288,28310,1
23004,41555,1668,1
23005,7123,2636,1
23006,26196,11925,1
23007,21577,4194,1
23008,41926,13167,1
23009,7458,32375,1
23010,1425,20554,1
23011,23241,38967,1
23012,2431,40678,1
23013,14054,16227,1
23014,28534,7902,1
23015,32601,1643,1
23016,28351,3654,1
23017,12068,26613,1
23018,22235,17275,1
23019,5154,11016,1
23020,28086,11027,1
23021,11535,28656,1
23022,17301,22392,1
23023,9512,12075,1
23024,16970,16230,1
23025,8753,21777,1
23026,31964,20551,1
23027,32813,18475,1
23028,17499,32221,1
23029,33871,20256,1
23030,3631,20256,1
23031,20412,1676,1
23032,29481,35326,1
23033,35628,10716,1
23034,31018,31962,1
23035,17500,33616,1
23036,24139,37850,1
23037,25607,27387,1
23038,22822,12130,1
23039,39790,1840,1
23040,33136,15868,1
23041,19685,21359,1
23042,22105,21344,1
23043,10606,13569,1
23044,14951,20197,1
23045,7077,26300,1
23046,39532,15155,1
23047,27720,7120,1
23048,10556,7123,1
23049,32515,13360,1
23050,21759,35328,1
23051,24072,6806,1
23052,13331,25708,1
23053,16820,27446,1
23054,33301,20308,1
23055,33301,11875,1
23056,7597,14055,1
23057,14366,13346,1
23058,31362,10495,1
23059,1957,33940,1
23060,11386,30306,1
23061,20304,30326,1
23062,24510,20229,1
23063,30275,19139,1
23064,4518,36214,1
23065,30281,19139,1
23066,20210,11133,1
23067,12095,11932,1
23068,35410,6157,1
23069,16650,24524,1
23070,23716,20772,1
23071,841,35987,1
23072,34587,23013,1
23073,16746,36005,1
23074,30541,17865,1
23075,17589,18707,1
23076,13424,13850,1
23077,35560,22411,1
23078,27500,3307,1
23079,37688,20388,1
23080,17503,22272,1
23081,25251,21576,1
23082,16218,36418,1
23083,35456,32356,1
23084,11924,20866,1
23085,32168,7080,1
23086,9872,38940,1
23087,37309,31319,1
23088,12118,31324,1
23089,12118,31326,1
23090,15099,12697,1
23091,19086,41761,1
23092,16077,5681,1
23093,16500,27572,1
23094,36420,4230,1
23095,17273,21974,1
23096,6368,17051,1
23097,15364,30023,1
23098,35723,39372,1
23099,27009,40389,1
23100,26980,18835,1
23101,26980,29397,1
23102,3000,10859,1
23103,27861,8832,1
23104,20430,5117,1
23105,3511,36380,1
23106,37961,20295,1
23107,16601,20316,1
23108,2857,38932,1
23109,7505,30795,1
23110,2001,7136,1
23111,14714,27874,1
23112,33294,32937,1
23113,24545,20969,1
23114,10995,32973,1
23115,11004,3732,1
23116,29858,15252,1
23117,32391,26666,1
23118,7096,37263,1
23119,30289,3517,1
23120,40097,17588,1
23121,13168,19399,1
23122,31180,30021,1
23123,41923,6515,1
23124,8664,37992,1
23125,2202,30525,1
23126,17979,21718,1
23127,35666,15155,1
23128,4604,19698,1
23129,7049,19698,1
23130,6364,1569,1
23131,2566,34765,1
23132,37106,10472,1
23133,27636,32930,1
23134,27636,1080,1
23135,10562,26661,1
23136,8787,16230,1
23137,2442,11502,1
23138,35802,6676,1
23139,17003,15004,1
23140,31795,24244,1
23141,16740,1671,1
23142,20393,29394,1
23143,20255,7384,1
23144,20255,11449,1
23145,20255,14993,1
23146,11034,10628,1
23147,857,35802,1
23148,7101,16491,1
23149,12095,109,1
23150,19550,14361,1
23151,35806,36194,1
23152,19826,38792,1
23153,38967,16872,1
23154,35192,14055,1
23155,20466,4251,1
23156,13364,14050,1
23157,16391,17176,1
23158,41210,11269,1
23159,7083,18876,1
23160,13501,30823,1
23161,10155,33957,1
23162,3686,871,1
23163,19391,12765,1
23164,35637,28995,1
23165,20213,4240,1
23166,16428,16740,1
23167,11802,17165,1
23168,26122,30829,1
23169,6862,13045,1
23170,17286,3721,1
23171,28668,16743,1
23172,7542,40936,1
23173,12324,13705,1
23174,31611,491,1
23175,17807,492,1
23176,21107,8507,1
23177,15213,7440,1
23178,32375,10451,1
23179,11537,2774,1
23180,24154,22181,1
23181,32644,18930,1
23182,27500,34184,1
23183,34743,7696,1
23184,6871,39724,1
23185,5165,34818,1
23186,19381,21131,1
23187,33903,8728,1
23188,12938,35245,1
23189,16932,7551,1
23190,4558,7363,1
23191,36749,24298,1
23192,22087,36801,1
23193,22112,31319,1
23194,22087,11922,1
23195,14134,10327,1
23196,21707,16490,1
23197,15253,27519,1
23198,5348,35253,1
23199,26521,41781,1
23200,22718,16529,1
23201,22517,38666,1
23202,11535,18102,1
23203,30795,5682,1
23204,19035,12075,1
23205,27702,16629,1
23206,16533,40128,1
23207,25035,11812,1
23208,37531,8471,1
23209,2636,30855,1
23210,38668,3520,1
23211,20540,14064,1
23212,10398,22319,1
23213,38309,26129,1
23214,36989,19930,1
23215,15026,36417,1
23216,6944,8677,1
23217,17548,26754,1
23218,8834,3992,1
23219,28083,30749,1
23220,34826,14131,1
23221,7522,21792,1
23222,13386,37578,1
23223,14072,15494,1
23224,26546,13168,1
23225,34609,7512,1
23226,36094,21086,1
23227,3263,10489,1
23228,1148,28077,1
23229,7578,14361,1
23230,26976,7080,1
23231,41208,22267,1
23232,41212,19122,1
23233,5140,18707,1
23234,30258,10693,1
23235,1150,34574,1
23236,23955,6675,1
23237,16225,22829,1
23238,16220,16230,1
23239,37804,19454,1
23240,14134,17000,1
23241,6640,26594,1
23242,37854,16362,1
23243,28012,41517,1
23244,5494,28233,1
23245,13547,21147,1
23246,7460,16359,1
23247,5345,3132,1
23248,31221,12749,1
23249,11058,31339,1
23250,32643,32942,1
23251,11800,13779,1
23252,7081,38504,1
23253,9666,41678,1
23254,12343,27632,1
23255,10570,18835,1
23256,20673,11701,1
23257,25349,41079,1
23258,41940,28656,1
23259,22717,3571,1
23260,22717,20520,1
23261,1891,19139,1
23262,12227,19139,1
23263,20975,16227,1
23264,16404,37458,1
23265,16403,14277,1
23266,8903,20553,1
23267,16274,19636,1
23268,10486,15027,1
23269,28829,38816,1
23270,26153,17273,1
23271,14168,35065,1
23272,35830,12699,1
23273,13080,17869,1
23274,35407,3085,1
23275,24529,31892,1
23276,14714,33136,1
23277,17033,28513,1
23278,26456,13184,1
23279,33309,12466,1
23280,18709,10776,1
23281,26148,33289,1
23282,16732,37191,1
23283,11899,6455,1
23284,21677,28686,1
23285,24608,5277,1
23286,34955,27683,1
23287,18923,4595,1
23288,7083,6420,1
23289,19157,38171,1
23290,24394,12695,1
23291,16952,35313,1
23292,4626,18820,1
23293,6406,25041,1
23294,35772,18001,1
23295,25746,32643,1
23296,41517,28516,1
23297,17179,8719,1
23298,17179,8710,1
23299,22956,40694,1
23300,26305,8543,1
23301,41995,11027,1
